combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
MADISON-MT-2020-1,2,2,2,0,NA,7,2,0,12,0,1,0,9,0,9,6,3,4
MADISON-MT-2020-10,1,1,2,0,NA,9,1,0,4,0,6,1,7,1,7,8,2,0
MADISON-MT-2020-11,1,1,2,0,NA,5,1,0,4,1,1,0,4,0,4,4,2,0
MADISON-MT-2020-12,2,3,2,0,NA,4,5,0,5,0,4,2,7,2,7,6,3,0
MADISON-MT-2020-2,0,0,0,0,NA,5,4,0,24,23,6,0,9,0,9,32,1,20
MADISON-MT-2020-3,2,2,3,0,NA,5,2,0,2,2,3,1,6,1,6,4,3,0
MADISON-MT-2020-4,2,1,1,0,NA,6,3,0,3,0,8,0,9,0,9,9,2,0
MADISON-MT-2020-5,7,5,9,0,NA,10,8,0,14,8,5,1,17,1,17,8,13,6
MADISON-MT-2020-6,2,3,3,0,NA,5,16,0,61,39,2,1,20,1,20,30,3,69
MADISON-MT-2020-7,2,3,4,0,NA,42,68,0,96,1,35,1,107,1,107,121,5,6
MADISON-MT-2020-8,4,2,3,0,NA,7,6,0,12,6,1,1,12,1,12,9,7,3
MADISON-MT-2020-9,2,2,4,0,NA,22,22,0,58,4,4,2,26,2,26,36,6,24
MADISON-OH-2020-1,5,17,5,0,NA,31,36,3,44,23,25,5,61,5,61,63,23,17
MADISON-OH-2020-10,5,17,5,0,NA,50,24,4,41,19,38,6,68,6,68,61,25,18
MADISON-OH-2020-11,5,21,7,0,NA,32,27,2,55,16,18,9,50,9,50,40,28,22
MADISON-OH-2020-12,7,16,7,0,NA,22,24,6,39,9,18,6,42,6,42,37,21,9
MADISON-OH-2020-2,4,21,3,0,NA,29,31,5,43,25,17,7,56,7,56,47,28,15
MADISON-OH-2020-3,9,25,7,0,NA,43,46,4,66,27,26,4,79,4,79,68,35,27
MADISON-OH-2020-4,4,15,3,0,NA,24,27,3,42,10,17,4,50,4,50,42,22,11
MADISON-OH-2020-5,9,23,9,0,NA,34,44,5,47,18,20,6,74,6,74,56,33,2
MADISON-OH-2020-6,8,27,7,0,NA,37,42,2,47,31,24,9,69,9,69,53,40,16
MADISON-OH-2020-7,17,34,12,0,NA,72,43,5,72,29,46,7,108,7,108,80,52,20
MADISON-OH-2020-8,8,23,11,0,NA,39,37,1,45,17,32,1,75,1,75,53,34,13
MADISON-OH-2020-9,7,17,1,0,NA,29,44,1,50,15,26,2,70,2,70,56,27,11
MADISON-TN-2020-1,132,140,158,0,NA,325,416,0,649,345,18,39,695,39,695,676,336,279
MADISON-TN-2020-10,157,145,158,0,NA,325,424,0,542,245,29,47,694,47,694,557,369,197
MADISON-TN-2020-11,153,143,141,0,NA,279,427,7,544,269,16,49,664,49,664,523,324,282
MADISON-TN-2020-12,173,175,162,0,NA,287,393,0,472,236,7,44,634,44,634,525,328,186
MADISON-TN-2020-2,105,105,118,0,NA,243,345,1,600,271,5,26,562,26,562,558,245,286
MADISON-TN-2020-3,145,142,159,0,NA,221,420,4,491,261,11,51,594,51,594,497,296,207
MADISON-TN-2020-4,117,106,120,0,NA,266,319,1,371,190,21,41,544,41,544,428,255,123
MADISON-TN-2020-5,162,169,185,8,NA,289,466,5,535,332,11,31,729,31,729,539,387,226
MADISON-TN-2020-6,224,221,233,0,NA,430,535,21,739,307,15,59,926,59,926,674,436,301
MADISON-TN-2020-7,176,196,165,0,NA,335,552,5,536,251,25,45,846,45,846,648,391,144
MADISON-TN-2020-8,168,139,150,0,NA,284,452,5,577,252,10,31,707,31,707,549,343,248
MADISON-TN-2020-9,159,175,165,0,NA,365,500,26,590,317,18,47,842,47,842,704,340,261
MADISON-TX-2020-1,0,3,8,0,NA,8,19,0,30,9,5,1,26,1,26,23,12,9
MADISON-TX-2020-10,0,0,0,0,NA,0,2,1,5,2,2,0,2,0,2,8,0,1
MADISON-TX-2020-11,0,0,0,0,NA,0,0,0,4,0,3,0,0,0,0,6,0,1
MADISON-TX-2020-12,1,2,1,0,NA,1,4,3,15,3,3,0,5,0,5,11,4,8
MADISON-TX-2020-2,2,1,3,0,NA,6,8,0,27,2,2,0,14,0,14,12,5,14
MADISON-TX-2020-3,1,2,2,0,NA,8,3,0,10,11,6,1,10,1,10,11,4,12
MADISON-TX-2020-4,1,0,1,0,NA,4,7,0,8,4,3,0,11,0,11,8,4,3
MADISON-TX-2020-5,1,2,1,0,NA,4,5,0,13,2,4,3,6,3,6,7,6,6
MADISON-TX-2020-6,0,0,0,0,NA,7,8,0,18,6,8,0,15,0,15,21,0,11
MADISON-TX-2020-7,2,6,2,0,NA,6,8,2,17,9,6,0,11,0,11,13,6,13
MADISON-TX-2020-8,2,4,4,0,NA,7,8,0,12,5,4,1,14,1,14,11,6,4
MADISON-TX-2020-9,10,8,11,0,NA,10,15,1,27,7,3,0,25,0,25,16,15,6
MADISON-VA-2020-1,1,3,4,0,NA,18,7,0,14,5,0,2,21,2,21,16,9,5
MADISON-VA-2020-10,4,7,6,0,NA,6,9,0,11,2,0,3,12,3,12,8,10,5
MADISON-VA-2020-11,9,6,4,0,NA,12,16,0,19,4,1,2,26,2,26,19,13,3
MADISON-VA-2020-12,4,9,4,0,NA,15,13,0,20,2,0,3,24,3,24,17,13,4
MADISON-VA-2020-2,3,3,5,0,NA,7,13,0,13,3,0,2,18,2,18,17,7,6
MADISON-VA-2020-3,3,6,3,0,NA,11,10,0,14,4,1,3,17,3,17,18,6,4
MADISON-VA-2020-4,3,2,3,0,NA,11,6,0,19,3,0,0,17,0,17,11,8,7
MADISON-VA-2020-5,8,10,4,0,NA,12,21,0,24,4,2,4,25,4,25,19,15,4
MADISON-VA-2020-6,4,7,4,0,NA,7,11,0,19,5,0,2,16,2,16,3,16,6
MADISON-VA-2020-7,1,4,4,0,NA,10,13,0,12,3,0,1,22,1,22,15,10,1
MADISON-VA-2020-8,13,14,14,0,NA,30,19,0,29,10,0,1,46,1,46,32,20,12
MADISON-VA-2020-9,5,4,1,0,NA,8,18,0,22,8,0,3,23,3,23,21,8,13
MAGOFFIN-KY-2020-1,0,0,0,0,NA,1,0,0,1,0,0,0,1,0,1,1,0,1
MAGOFFIN-KY-2020-10,0,0,0,0,NA,1,1,0,0,0,0,0,2,0,2,2,0,0
MAGOFFIN-KY-2020-11,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
MAGOFFIN-KY-2020-12,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
MAGOFFIN-KY-2020-2,0,0,0,0,NA,1,1,0,0,0,0,0,2,0,2,2,0,0
MAGOFFIN-KY-2020-3,0,0,0,0,NA,1,3,0,0,0,0,0,3,0,3,4,0,0
MAGOFFIN-KY-2020-4,0,2,0,0,NA,4,2,0,4,0,0,2,4,2,4,4,2,0
MAGOFFIN-KY-2020-5,2,7,2,0,NA,2,7,0,10,1,0,0,7,0,7,4,7,0
MAGOFFIN-KY-2020-6,11,11,11,6,36,30,6,0,36,0,0,2,14,2,14,25,11,0
MAGOFFIN-KY-2020-7,0,0,0,0,NA,1,1,0,0,0,0,0,2,0,2,2,0,0
MAGOFFIN-KY-2020-8,5,12,5,0,NA,11,8,0,23,0,0,3,12,3,12,11,12,0
MAGOFFIN-KY-2020-9,0,2,0,2,NA,8,5,0,9,4,0,0,5,0,5,11,2,3
MAHASKA-IA-2020-1,11,10,11,0,NA,15,21,0,36,16,0,1,33,1,33,29,15,27
MAHASKA-IA-2020-10,9,8,13,0,NA,33,30,0,48,13,0,5,56,5,56,58,23,18
MAHASKA-IA-2020-11,5,7,4,0,NA,11,18,0,27,15,0,3,26,3,26,33,15,11
MAHASKA-IA-2020-12,5,3,6,0,NA,13,16,0,34,17,0,0,28,0,28,24,10,30
MAHASKA-IA-2020-2,10,11,13,0,NA,9,22,0,47,17,0,9,22,9,22,40,15,23
MAHASKA-IA-2020-3,6,11,9,0,NA,15,17,0,32,26,0,4,28,4,28,24,20,25
MAHASKA-IA-2020-4,14,13,13,0,NA,22,21,0,53,14,0,5,38,5,38,37,19,32
MAHASKA-IA-2020-5,10,10,9,0,NA,22,26,0,44,15,0,1,47,1,47,41,18,25
MAHASKA-IA-2020-6,3,1,4,0,NA,17,14,0,42,11,0,0,31,0,31,46,7,23
MAHASKA-IA-2020-7,7,11,10,0,NA,25,18,0,34,28,0,9,34,9,34,35,18,26
MAHASKA-IA-2020-8,14,13,12,1,NA,23,25,0,50,17,0,7,41,7,41,38,20,31
MAHASKA-IA-2020-9,7,7,11,0,NA,75,59,0,126,40,0,3,127,3,127,164,13,18
MAHNOMEN-MN-2020-1,2,0,3,0,NA,4,3,0,5,5,0,1,6,1,6,3,6,2
MAHNOMEN-MN-2020-10,8,6,8,0,NA,13,21,0,21,20,0,6,26,6,26,14,22,6
MAHNOMEN-MN-2020-11,4,4,3,0,NA,2,4,0,3,5,1,1,5,1,5,2,5,2
MAHNOMEN-MN-2020-12,0,0,0,0,NA,1,1,0,0,0,0,0,2,0,2,2,0,0
MAHNOMEN-MN-2020-3,0,0,0,0,NA,1,2,0,2,1,0,0,3,0,3,5,0,1
MAHNOMEN-MN-2020-4,2,1,2,0,NA,1,22,0,21,9,0,0,23,0,23,12,11,10
MAHNOMEN-MN-2020-5,1,0,1,0,NA,2,2,0,3,1,0,0,4,0,4,2,2,2
MAHNOMEN-MN-2020-6,3,2,2,0,NA,3,3,0,4,3,0,2,4,2,4,3,3,2
MAHNOMEN-MN-2020-7,4,4,3,0,NA,6,5,0,7,4,0,2,9,2,9,4,7,1
MAHNOMEN-MN-2020-8,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
MAHNOMEN-MN-2020-9,3,2,2,0,NA,7,5,0,3,1,0,0,12,0,12,9,3,0
MAHONING-OH-2020-1,74,127,77,3,NA,313,332,13,465,256,16,56,595,56,595,587,255,261
MAHONING-OH-2020-10,78,101,100,0,NA,220,315,4,496,239,11,30,503,30,503,472,243,286
MAHONING-OH-2020-11,54,57,59,0,NA,260,284,1,473,191,14,42,490,42,490,530,160,244
MAHONING-OH-2020-12,115,127,202,0,NA,289,456,1,437,400,15,24,702,24,702,538,362,243
MAHONING-OH-2020-2,87,121,102,0,NA,240,308,16,440,193,8,24,537,24,537,483,216,231
MAHONING-OH-2020-3,80,122,81,1,NA,267,305,10,391,187,12,39,528,39,528,455,224,187
MAHONING-OH-2020-4,40,90,48,0,NA,200,181,2,272,109,16,30,345,30,345,300,162,118
MAHONING-OH-2020-5,62,116,75,0,NA,183,206,12,362,198,23,45,356,45,356,303,186,253
MAHONING-OH-2020-6,50,127,60,2,NA,207,245,5,399,168,18,33,407,33,407,369,197,207
MAHONING-OH-2020-7,48,93,53,1,NA,200,224,14,319,167,16,23,411,23,411,347,175,177
MAHONING-OH-2020-8,29,73,36,0,NA,204,226,13,432,178,9,28,415,28,415,392,137,277
MAHONING-OH-2020-9,59,96,74,0,NA,231,232,11,445,207,10,41,416,41,416,415,186,238
MAJOR-OK-2020-1,1,2,0,0,NA,8,9,0,5,2,11,0,17,0,17,14,4,0
MAJOR-OK-2020-10,5,2,3,0,NA,5,7,1,7,1,8,0,13,0,13,10,6,0
MAJOR-OK-2020-11,0,2,0,0,NA,3,7,1,8,1,6,0,10,0,10,10,3,3
MAJOR-OK-2020-12,1,3,1,0,NA,7,4,0,7,2,6,1,10,1,10,10,3,2
MAJOR-OK-2020-2,1,1,1,0,NA,1,3,0,2,0,4,0,4,0,4,4,1,1
MAJOR-OK-2020-3,2,9,2,0,NA,5,11,0,9,3,7,5,11,5,11,9,10,0
MAJOR-OK-2020-4,3,4,3,0,NA,3,5,1,6,6,2,1,8,1,8,8,4,2
MAJOR-OK-2020-5,4,4,4,0,NA,5,10,3,31,1,4,0,18,0,18,23,4,9
MAJOR-OK-2020-6,2,4,1,0,NA,6,2,0,8,0,3,0,8,0,8,5,5,1
MAJOR-OK-2020-7,4,5,5,0,NA,13,12,0,13,7,9,1,24,1,24,19,9,1
MAJOR-OK-2020-8,0,2,0,0,NA,7,5,0,7,5,7,1,11,1,11,16,2,1
MAJOR-OK-2020-9,8,2,3,0,NA,11,10,1,16,3,10,1,21,1,21,15,10,4
MALHEUR-OR-2020-1,22,22,26,0,NA,61,70,1,101,28,0,9,114,9,114,148,38,30
MALHEUR-OR-2020-10,17,20,21,0,NA,45,50,0,80,24,0,8,83,8,83,107,39,31
MALHEUR-OR-2020-11,12,18,10,0,NA,44,40,0,51,28,0,8,76,8,76,99,25,9
MALHEUR-OR-2020-12,15,18,12,0,NA,36,42,0,71,21,0,4,73,4,73,88,29,27
MALHEUR-OR-2020-2,12,21,12,0,NA,76,51,0,121,40,0,8,117,8,117,156,29,44
MALHEUR-OR-2020-3,18,29,20,0,NA,43,65,0,81,42,0,7,99,7,99,114,48,23
MALHEUR-OR-2020-4,20,17,19,0,NA,47,28,20,98,34,0,2,69,2,69,113,31,32
MALHEUR-OR-2020-5,17,18,18,0,NA,39,50,1,96,27,0,7,82,7,82,97,37,41
MALHEUR-OR-2020-6,21,19,19,0,NA,42,52,0,63,35,0,2,89,2,89,97,39,29
MALHEUR-OR-2020-7,21,19,19,0,NA,43,55,1,107,35,0,7,92,7,92,124,33,48
MALHEUR-OR-2020-8,6,6,10,0,NA,48,32,0,83,20,0,2,74,2,74,124,19,36
MALHEUR-OR-2020-9,13,11,12,0,NA,48,28,0,56,21,0,4,69,4,69,100,18,18
MANASSAS CITY-VA-2020-1,18,17,35,0,NA,87,92,0,114,74,0,28,151,28,151,148,68,76
MANASSAS CITY-VA-2020-10,21,17,35,0,NA,66,88,0,100,35,0,9,145,9,145,121,63,48
MANASSAS CITY-VA-2020-11,23,16,31,0,NA,97,96,0,100,35,1,8,185,8,185,165,62,34
MANASSAS CITY-VA-2020-12,23,21,26,0,NA,81,92,0,104,29,0,12,161,12,161,151,64,36
MANASSAS CITY-VA-2020-2,24,20,26,0,NA,89,95,0,145,53,0,37,147,37,147,155,68,84
MANASSAS CITY-VA-2020-3,36,25,59,0,NA,103,118,0,140,57,0,13,208,13,208,154,104,47
MANASSAS CITY-VA-2020-4,34,20,25,0,NA,67,73,0,119,38,0,5,135,5,135,112,58,67
MANASSAS CITY-VA-2020-5,23,21,25,0,NA,86,101,0,103,49,0,15,172,15,172,145,62,72
MANASSAS CITY-VA-2020-6,33,22,23,0,NA,97,79,0,109,35,0,9,167,9,167,145,60,44
MANASSAS CITY-VA-2020-7,43,30,61,0,NA,120,99,0,118,56,0,10,207,10,207,123,121,31
MANASSAS CITY-VA-2020-8,43,25,49,0,NA,92,105,0,130,55,1,14,183,14,183,125,103,31
MANASSAS CITY-VA-2020-9,31,26,47,0,NA,112,111,0,120,58,0,35,188,35,188,168,97,42
MANASSAS PARK CITY-VA-2020-1,11,4,17,0,NA,42,26,1,39,19,2,2,66,2,66,44,29,14
MANASSAS PARK CITY-VA-2020-10,14,5,10,0,NA,26,24,0,53,6,9,3,47,3,47,34,23,25
MANASSAS PARK CITY-VA-2020-11,13,11,14,0,NA,13,40,0,56,9,9,25,28,25,28,17,22,35
MANASSAS PARK CITY-VA-2020-12,4,2,8,0,NA,43,61,0,95,36,19,1,103,1,103,96,18,36
MANASSAS PARK CITY-VA-2020-2,11,9,21,0,NA,26,30,0,36,14,8,8,48,8,48,22,34,7
MANASSAS PARK CITY-VA-2020-3,4,2,12,0,NA,22,20,0,37,10,10,5,37,5,37,26,21,10
MANASSAS PARK CITY-VA-2020-4,4,2,5,0,NA,21,16,0,33,8,18,2,35,2,35,39,14,8
MANASSAS PARK CITY-VA-2020-5,10,5,10,0,NA,23,14,0,30,15,11,2,35,2,35,14,25,17
MANASSAS PARK CITY-VA-2020-6,23,18,26,0,NA,45,27,0,60,26,14,0,72,0,72,42,35,24
MANASSAS PARK CITY-VA-2020-7,12,6,9,0,NA,20,30,0,31,28,16,7,42,7,42,31,28,21
MANASSAS PARK CITY-VA-2020-8,10,6,12,0,NA,35,38,0,59,19,16,3,70,3,70,51,26,26
MANASSAS PARK CITY-VA-2020-9,6,3,27,0,NA,50,34,0,55,30,22,7,73,7,73,50,38,20
MANISTEE-MI-2020-1,12,10,26,0,NA,45,32,1,68,20,13,11,60,11,60,53,36,31
MANISTEE-MI-2020-10,14,15,23,0,NA,42,33,0,50,28,32,4,67,4,67,59,30,21
MANISTEE-MI-2020-11,12,9,21,0,NA,25,27,0,34,21,23,3,48,3,48,31,32,15
MANISTEE-MI-2020-12,5,4,12,0,NA,20,16,0,22,11,21,2,34,2,34,23,17,14
MANISTEE-MI-2020-2,12,15,23,0,NA,54,35,0,60,27,12,20,69,20,69,47,50,15
MANISTEE-MI-2020-3,27,25,25,2,NA,39,31,0,59,11,10,21,47,21,47,37,42,10
MANISTEE-MI-2020-4,9,4,14,17,NA,98,33,4,109,19,22,0,116,0,116,126,22,14
MANISTEE-MI-2020-5,17,18,24,0,NA,36,43,2,55,17,12,12,65,12,65,55,39,9
MANISTEE-MI-2020-6,13,10,20,3,NA,39,33,0,51,13,12,7,65,7,65,41,41,8
MANISTEE-MI-2020-7,17,16,24,0,NA,31,35,0,47,15,14,7,58,7,58,31,38,16
MANISTEE-MI-2020-8,10,11,28,2,NA,55,45,0,50,25,23,9,88,9,88,59,48,12
MANISTEE-MI-2020-9,10,11,10,0,NA,34,38,0,60,14,26,4,63,4,63,70,24,13
MANITOWOC-WI-2020-1,36,30,35,0,NA,69,82,0,207,90,0,28,122,28,122,151,66,130
MANITOWOC-WI-2020-10,38,24,27,1,NA,76,87,0,174,53,0,20,141,20,141,168,51,66
MANITOWOC-WI-2020-11,25,19,34,0,NA,89,75,0,170,61,0,18,146,18,146,165,52,82
MANITOWOC-WI-2020-12,11,3,5,0,NA,26,27,0,29,34,0,2,51,2,51,59,14,19
MANITOWOC-WI-2020-2,35,32,28,0,NA,75,60,0,157,94,0,29,105,29,105,122,51,106
MANITOWOC-WI-2020-3,32,35,41,1,NA,100,137,0,255,96,0,22,215,22,215,229,73,116
MANITOWOC-WI-2020-4,20,10,21,0,NA,41,46,0,115,58,0,2,85,2,85,118,33,73
MANITOWOC-WI-2020-5,38,38,56,0,NA,115,52,0,154,77,0,20,147,20,147,125,79,80
MANITOWOC-WI-2020-6,30,18,38,0,NA,101,86,0,152,93,0,16,171,16,171,170,60,80
MANITOWOC-WI-2020-7,36,29,43,4,NA,142,122,0,244,95,0,12,252,12,252,226,81,105
MANITOWOC-WI-2020-8,43,24,43,4,NA,129,110,0,163,82,0,18,221,18,221,208,70,73
MANITOWOC-WI-2020-9,34,22,39,0,NA,87,77,0,163,73,0,19,145,19,145,126,68,90
MARATHON-WI-2020-1,1,0,1,0,NA,3,0,0,0,7,0,0,3,0,3,4,3,2
MARATHON-WI-2020-10,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,1
MARATHON-WI-2020-11,0,1,0,0,NA,3,1,0,0,0,0,0,4,0,4,3,1,0
MARATHON-WI-2020-12,2,1,1,0,0,1,1,0,1,1,0,0,2,0,2,0,2,0
MARATHON-WI-2020-3,0,0,1,0,NA,18,4,0,30,12,0,0,22,0,22,14,1,29
MARATHON-WI-2020-4,0,0,0,0,NA,1,0,0,3,0,0,0,1,0,1,2,0,2
MARATHON-WI-2020-5,1,1,1,0,NA,1,0,0,2,0,0,1,0,1,0,1,1,0
MARATHON-WI-2020-7,0,1,0,0,NA,1,0,0,3,2,0,1,0,1,0,0,1,5
MARATHON-WI-2020-8,0,0,0,0,NA,0,1,0,5,0,0,0,1,0,1,2,0,6
MARATHON-WI-2020-9,0,0,0,0,NA,3,0,0,5,0,0,0,3,0,3,3,0,4
MARICOPA-AZ-2020-1,80,93,116,5,NA,418,424,0,695,239,13,80,754,80,754,884,241,419
MARICOPA-AZ-2020-10,112,130,146,2,NA,501,407,0,796,337,9,72,833,72,833,864,332,531
MARICOPA-AZ-2020-11,94,84,105,2,NA,428,380,0,542,292,4,42,760,42,760,797,242,357
MARICOPA-AZ-2020-12,88,89,110,2,NA,337,363,1,513,231,0,41,656,41,656,663,238,315
MARICOPA-AZ-2020-2,99,112,108,5,NA,433,331,2,753,262,16,72,691,72,691,809,240,488
MARICOPA-AZ-2020-3,65,111,94,1,NA,430,379,4,713,249,3,62,721,62,721,787,263,410
MARICOPA-AZ-2020-4,93,121,112,8,NA,422,362,1,750,218,12,43,734,43,734,740,275,425
MARICOPA-AZ-2020-5,113,127,123,4,NA,473,399,5,811,256,5,54,796,54,796,731,321,543
MARICOPA-AZ-2020-6,97,123,109,0,NA,408,350,13,559,197,7,51,707,51,707,678,274,308
MARICOPA-AZ-2020-7,111,112,110,0,NA,365,352,2,569,257,6,54,661,54,661,667,251,381
MARICOPA-AZ-2020-8,105,123,113,6,NA,366,377,1,672,264,5,50,687,50,687,604,288,495
MARICOPA-AZ-2020-9,119,130,103,0,NA,367,376,4,640,279,1,44,695,44,695,650,303,445
MARION-AR-2020-1,4,4,17,0,NA,23,19,2,26,18,5,2,42,2,42,31,17,9
MARION-AR-2020-10,0,0,0,0,NA,4,4,0,10,3,7,0,6,0,6,14,0,9
MARION-AR-2020-11,0,0,4,0,NA,6,6,0,7,6,3,1,9,1,9,9,4,4
MARION-AR-2020-12,1,1,1,0,NA,0,3,0,5,2,1,2,1,2,1,7,1,1
MARION-AR-2020-2,16,29,31,0,NA,36,37,5,67,11,7,5,69,5,69,22,49,19
MARION-AR-2020-3,3,4,8,0,NA,22,12,0,38,15,2,0,34,0,34,36,10,18
MARION-AR-2020-4,1,4,8,0,NA,31,10,0,21,12,13,2,39,2,39,34,11,10
MARION-AR-2020-5,9,10,9,0,NA,11,21,0,18,4,6,4,28,4,28,16,16,0
MARION-AR-2020-6,2,5,9,0,NA,27,22,0,28,15,13,3,46,3,46,40,13,11
MARION-AR-2020-7,8,12,16,0,NA,41,33,0,42,21,24,2,72,2,72,54,22,24
MARION-AR-2020-8,1,3,10,0,NA,10,28,4,21,15,26,2,36,2,36,44,12,10
MARION-AR-2020-9,0,6,11,0,NA,44,26,4,52,15,25,3,66,3,66,65,17,17
MARION-IA-2020-1,7,7,13,0,NA,12,13,1,16,9,0,3,23,3,23,13,13,7
MARION-IA-2020-10,9,14,11,0,NA,23,52,16,84,18,5,16,75,16,75,78,20,18
MARION-IA-2020-11,4,3,3,0,NA,11,4,2,16,6,2,4,13,4,13,12,6,15
MARION-IA-2020-12,5,4,8,0,NA,8,11,0,18,7,0,1,17,1,17,9,10,11
MARION-IA-2020-2,5,7,4,0,NA,21,10,0,35,9,0,3,28,3,28,30,8,14
MARION-IA-2020-3,10,11,8,0,NA,12,11,0,27,2,1,2,21,2,21,14,13,12
MARION-IA-2020-4,7,9,10,0,NA,13,14,1,20,6,2,5,23,5,23,15,16,8
MARION-IA-2020-5,15,17,17,0,NA,15,20,0,46,4,5,9,26,9,26,16,22,26
MARION-IA-2020-6,6,4,4,0,NA,23,12,2,13,9,1,1,36,1,36,35,9,7
MARION-IA-2020-7,2,4,8,0,NA,10,15,3,17,3,0,1,27,1,27,24,10,3
MARION-IA-2020-8,8,10,9,0,NA,18,17,0,42,12,3,4,31,4,31,24,15,27
MARION-IA-2020-9,9,7,7,0,NA,31,24,3,41,12,2,4,54,4,54,50,10,23
MARION-IN-2020-1,33,30,43,0,NA,75,89,0,147,66,26,13,150,13,150,170,76,50
MARION-IN-2020-10,21,11,26,0,NA,73,120,0,123,89,14,33,160,33,160,189,55,54
MARION-IN-2020-11,37,45,41,0,NA,92,87,0,128,48,14,24,153,24,153,145,82,28
MARION-IN-2020-12,22,13,19,0,NA,61,86,0,142,90,3,6,140,6,140,180,46,75
MARION-IN-2020-2,20,13,18,0,NA,65,54,0,121,70,8,6,113,6,113,139,40,66
MARION-IN-2020-3,21,33,33,0,NA,91,81,0,140,69,12,8,163,8,163,135,87,54
MARION-IN-2020-4,15,20,18,0,NA,58,64,0,97,49,13,6,116,6,116,127,47,36
MARION-IN-2020-5,14,25,28,0,NA,89,67,0,149,59,5,9,147,9,147,168,63,46
MARION-IN-2020-6,35,41,83,0,NA,97,136,0,161,99,13,22,211,22,211,154,128,44
MARION-IN-2020-7,38,37,39,0,NA,69,116,0,158,72,11,14,171,14,171,181,84,38
MARION-IN-2020-8,33,26,33,0,NA,76,103,0,151,43,16,11,168,11,168,160,68,61
MARION-IN-2020-9,34,40,45,1,NA,75,114,0,135,85,20,13,176,13,176,173,84,48
MARION-KS-2020-1,4,1,0,0,NA,8,21,1,17,3,1,0,29,0,29,30,8,7
MARION-KS-2020-10,9,8,4,0,NA,14,11,0,26,2,0,6,19,6,19,13,13,10
MARION-KS-2020-11,1,2,1,0,NA,10,7,0,21,2,0,0,17,0,17,19,2,15
MARION-KS-2020-12,4,1,7,0,NA,17,9,0,19,8,0,2,24,2,24,23,11,10
MARION-KS-2020-2,3,3,8,0,NA,28,15,0,39,27,0,1,42,1,42,44,12,27
MARION-KS-2020-3,4,3,3,0,NA,22,33,0,58,36,0,12,43,12,43,66,8,37
MARION-KS-2020-4,6,6,4,0,NA,30,12,0,24,12,1,1,40,1,40,49,11,9
MARION-KS-2020-5,7,5,5,0,NA,57,12,0,101,24,2,1,68,1,68,60,7,76
MARION-KS-2020-6,3,5,3,0,NA,10,14,0,20,2,0,0,24,0,24,21,5,8
MARION-KS-2020-7,2,1,0,0,NA,17,5,4,20,13,1,0,20,0,20,21,5,25
MARION-KS-2020-8,4,3,3,0,NA,13,6,0,11,2,0,1,18,1,18,19,5,2
MARION-KS-2020-9,2,3,3,0,NA,11,14,0,13,6,0,0,25,0,25,20,5,9
MARION-KY-2020-1,3,3,3,0,NA,2,13,0,18,10,0,0,15,0,15,14,3,18
MARION-KY-2020-10,0,1,0,0,NA,11,16,0,37,16,0,0,26,0,26,21,1,41
MARION-KY-2020-11,1,3,3,0,NA,15,16,0,31,11,0,5,21,5,21,26,6,22
MARION-KY-2020-12,0,0,0,0,NA,1,5,0,7,10,0,0,6,0,6,11,0,8
MARION-KY-2020-2,2,2,2,0,NA,7,6,2,18,12,0,2,11,2,11,16,3,18
MARION-KY-2020-3,4,4,5,1,NA,14,6,0,19,6,0,5,15,5,15,19,5,14
MARION-KY-2020-4,2,4,3,0,NA,12,4,0,40,3,0,0,16,0,16,23,5,18
MARION-KY-2020-5,7,24,7,0,NA,29,11,0,45,9,0,2,34,2,34,21,27,19
MARION-KY-2020-6,0,5,0,0,NA,9,11,0,25,15,0,0,20,0,20,23,5,24
MARION-KY-2020-7,9,17,15,0,NA,50,37,0,78,29,0,0,84,0,84,57,32,26
MARION-KY-2020-8,6,9,9,0,NA,29,16,0,54,12,0,3,38,3,38,32,18,36
MARION-KY-2020-9,2,2,2,0,NA,17,4,0,19,9,0,0,21,0,21,20,2,13
MARION-OH-2020-1,3,11,4,0,NA,36,38,0,42,34,69,5,68,5,68,117,16,12
MARION-OH-2020-10,4,18,3,0,NA,49,42,4,41,31,74,9,86,9,86,97,26,23
MARION-OH-2020-11,6,11,7,0,NA,46,26,1,41,23,59,7,64,7,64,83,24,16
MARION-OH-2020-2,2,10,6,0,NA,43,32,2,30,21,74,7,70,7,70,102,14,9
MARION-OH-2020-3,4,21,6,0,NA,45,30,2,28,29,59,10,66,10,66,76,26,14
MARION-OH-2020-4,3,13,9,0,NA,37,35,1,27,9,84,4,69,4,69,94,22,4
MARION-OH-2020-5,7,11,7,0,NA,38,35,0,29,12,78,9,64,9,64,87,20,12
MARION-OH-2020-6,17,27,19,0,NA,45,52,0,35,18,81,11,86,11,86,88,37,9
MARION-OH-2020-7,5,3,4,0,NA,32,30,0,39,16,50,0,62,0,62,73,13,19
