combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult
LESLIE-KY-2018-6,0,0,0,0,1,0,0,0,0,0,0,1,0,1
LETCHER-KY-2018-1,1,1,1,0,3,2,0,2,1,0,1,4,1,4
LETCHER-KY-2018-10,2,2,2,0,0,2,0,4,0,0,0,2,0,2
LETCHER-KY-2018-11,0,0,0,0,1,0,0,0,6,0,0,1,0,1
LETCHER-KY-2018-12,0,0,0,0,1,2,0,0,0,0,0,3,0,3
LETCHER-KY-2018-2,0,0,0,0,2,1,1,7,0,0,0,3,0,3
LETCHER-KY-2018-3,0,0,0,0,0,0,0,2,1,0,0,0,0,0
LETCHER-KY-2018-4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LETCHER-KY-2018-5,0,0,0,0,0,1,0,2,2,0,0,1,0,1
LETCHER-KY-2018-6,0,0,0,0,2,4,0,2,2,0,0,6,0,6
LETCHER-KY-2018-7,3,3,1,0,1,5,0,6,0,0,3,1,3,1
LETCHER-KY-2018-8,0,0,0,0,2,0,0,0,0,0,0,2,0,2
LETCHER-KY-2018-9,0,0,0,0,0,2,0,4,0,0,0,2,0,2
LEWIS-ID-2018-1,1,2,3,0,3,3,0,2,4,0,0,6,0,6
LEWIS-ID-2018-10,0,0,0,0,0,0,0,2,3,1,0,0,0,0
LEWIS-ID-2018-11,0,0,0,0,1,1,0,3,1,0,0,2,0,2
LEWIS-ID-2018-12,1,1,4,0,7,2,0,3,3,0,0,8,0,8
LEWIS-ID-2018-2,1,0,0,0,1,2,0,1,1,0,0,3,0,3
LEWIS-ID-2018-3,0,0,0,0,1,1,0,2,0,0,0,2,0,2
LEWIS-ID-2018-4,0,0,0,0,5,1,0,7,1,0,0,6,0,6
LEWIS-ID-2018-5,1,0,0,0,3,4,0,2,0,2,0,7,0,7
LEWIS-ID-2018-6,1,0,0,0,0,2,0,4,0,1,0,2,0,2
LEWIS-ID-2018-7,1,0,0,0,3,2,0,0,2,0,0,5,0,5
LEWIS-ID-2018-8,0,0,0,0,2,2,1,1,1,0,0,4,0,4
LEWIS-ID-2018-9,1,1,1,0,2,1,0,4,0,0,1,2,1,2
LEWIS-KY-2018-1,0,1,0,0,1,0,0,5,1,0,0,1,0,1
LEWIS-KY-2018-10,0,0,0,0,1,0,0,10,1,0,0,1,0,1
LEWIS-KY-2018-11,0,0,0,0,5,2,0,11,2,1,0,4,0,4
LEWIS-KY-2018-12,0,0,0,0,2,1,0,16,4,0,0,3,0,3
LEWIS-KY-2018-2,0,0,0,0,0,1,0,4,0,0,0,1,0,1
LEWIS-KY-2018-3,0,0,1,0,16,0,0,14,6,0,0,15,0,15
LEWIS-KY-2018-4,0,0,0,0,3,2,0,8,4,0,0,5,0,5
LEWIS-KY-2018-5,2,5,2,0,7,2,0,10,10,0,3,2,3,2
LEWIS-KY-2018-6,3,3,4,0,2,5,0,6,0,0,0,7,0,7
LEWIS-KY-2018-7,3,3,3,0,6,6,0,15,0,0,1,11,1,11
LEWIS-KY-2018-8,1,0,0,0,0,2,0,3,2,0,0,1,0,1
LEWIS-KY-2018-9,0,0,0,0,0,0,0,2,2,0,0,0,0,0
LEWIS-TN-2018-1,11,14,13,0,28,34,0,44,17,23,3,59,3,59
LEWIS-TN-2018-10,8,4,7,0,11,14,1,28,17,11,3,22,3,22
LEWIS-TN-2018-11,8,8,8,0,17,8,1,28,4,10,2,23,2,23
LEWIS-TN-2018-12,9,6,8,0,7,16,0,16,7,11,0,21,0,21
LEWIS-TN-2018-2,10,9,11,0,21,22,2,37,20,19,2,42,2,42
LEWIS-TN-2018-3,5,5,14,0,28,9,0,28,34,14,0,37,0,37
LEWIS-TN-2018-4,10,15,10,0,12,18,1,27,18,7,1,29,1,29
LEWIS-TN-2018-5,6,7,16,0,16,22,5,48,14,15,4,35,4,35
LEWIS-TN-2018-6,18,22,16,0,25,24,0,61,20,18,4,36,4,36
LEWIS-TN-2018-7,1,2,5,0,14,12,1,34,19,16,1,25,1,25
LEWIS-TN-2018-8,2,5,5,0,22,21,3,23,12,29,1,41,1,41
LEWIS-TN-2018-9,11,12,9,0,16,15,12,38,34,15,0,40,0,40
LEWIS-WA-2018-1,34,27,40,0,175,153,1,211,108,1,15,314,15,314
LEWIS-WA-2018-10,44,41,74,0,230,184,2,284,120,5,29,386,29,386
LEWIS-WA-2018-11,34,20,38,0,173,117,2,179,109,3,11,281,11,281
LEWIS-WA-2018-12,34,27,33,0,150,123,1,149,88,3,22,252,22,252
LEWIS-WA-2018-2,29,26,54,0,110,120,0,147,69,3,33,194,33,194
LEWIS-WA-2018-3,42,47,77,0,209,175,0,276,100,3,35,348,35,348
LEWIS-WA-2018-4,25,13,33,0,132,126,1,177,91,6,9,249,9,249
LEWIS-WA-2018-5,50,58,58,0,182,145,1,195,93,11,37,291,37,291
LEWIS-WA-2018-6,47,39,46,0,159,151,0,176,90,1,26,281,26,281
LEWIS-WA-2018-7,40,35,55,0,176,165,0,207,92,4,19,320,19,320
LEWIS-WA-2018-8,66,48,71,0,224,160,0,271,69,2,10,374,10,374
LEWIS-WA-2018-9,40,37,60,0,190,152,0,226,113,4,25,316,25,316
LEWIS-WV-2018-1,6,13,7,0,21,17,0,28,24,0,2,35,2,35
LEWIS-WV-2018-10,7,6,3,0,12,13,0,22,12,0,3,22,3,22
LEWIS-WV-2018-11,3,1,4,0,23,10,0,39,11,0,0,33,0,33
LEWIS-WV-2018-12,4,3,5,0,9,10,0,36,10,0,2,17,2,17
LEWIS-WV-2018-2,4,0,3,0,6,8,2,17,11,0,0,14,0,14
LEWIS-WV-2018-3,13,6,10,0,15,12,0,37,10,0,5,22,5,22
LEWIS-WV-2018-4,5,2,3,0,5,10,0,20,11,0,0,15,0,15
LEWIS-WV-2018-5,7,6,3,0,15,22,0,32,39,0,2,35,2,35
LEWIS-WV-2018-6,4,2,3,0,5,9,0,18,6,0,1,12,1,12
LEWIS-WV-2018-7,6,5,5,0,3,8,0,21,3,0,2,9,2,9
LEWIS-WV-2018-8,12,11,15,0,27,14,0,35,22,0,10,31,10,31
LEWIS-WV-2018-9,8,3,9,0,20,15,0,43,21,0,1,34,1,34
LEWIS AND CLARK-MT-2018-1,67,69,81,0,177,175,0,262,140,1,30,322,30,322
LEWIS AND CLARK-MT-2018-10,123,125,141,0,236,157,1,330,149,0,103,289,103,289
LEWIS AND CLARK-MT-2018-11,47,43,40,0,184,151,1,258,105,0,35,300,35,300
LEWIS AND CLARK-MT-2018-12,68,54,61,0,159,159,1,208,100,1,52,267,52,267
LEWIS AND CLARK-MT-2018-2,56,52,60,0,183,185,0,246,157,0,50,317,50,317
LEWIS AND CLARK-MT-2018-3,48,31,60,0,125,127,1,188,71,2,18,234,18,234
LEWIS AND CLARK-MT-2018-4,75,77,81,0,219,169,0,309,190,1,67,320,67,320
LEWIS AND CLARK-MT-2018-5,70,60,71,0,508,534,24,380,711,0,50,887,50,887
LEWIS AND CLARK-MT-2018-6,75,62,104,0,268,249,1,348,155,3,62,455,62,455
LEWIS AND CLARK-MT-2018-7,92,75,108,0,704,504,2,585,588,0,32,1165,32,1165
LEWIS AND CLARK-MT-2018-8,50,42,73,0,429,305,0,469,345,0,39,692,39,692
LEWIS AND CLARK-MT-2018-9,34,28,66,0,265,205,0,402,110,2,47,422,47,422
LEXINGTON-SC-2018-1,417,328,437,1,1136,1194,6,1528,632,244,169,2117,169,2117
LEXINGTON-SC-2018-10,413,330,442,8,1297,1337,12,1494,637,314,160,2444,160,2444
LEXINGTON-SC-2018-11,315,238,410,11,1139,1215,4,1418,558,211,233,2100,233,2100
LEXINGTON-SC-2018-12,372,261,445,6,1160,1037,7,1322,569,200,163,1993,163,1993
LEXINGTON-SC-2018-2,376,296,387,0,1045,1082,3,1532,534,193,211,1889,211,1889
LEXINGTON-SC-2018-3,422,363,445,0,1159,1157,6,1696,598,181,174,2090,174,2090
LEXINGTON-SC-2018-4,395,343,501,5,1120,1145,12,1383,653,224,184,2062,184,2062
LEXINGTON-SC-2018-5,456,370,501,2,1327,1223,4,1591,634,244,208,2319,208,2319
LEXINGTON-SC-2018-6,373,264,373,0,1132,1186,9,1484,637,276,119,2169,119,2169
LEXINGTON-SC-2018-7,456,311,439,3,1278,1291,7,1652,675,232,108,2427,108,2427
LEXINGTON-SC-2018-8,398,306,422,4,1286,1212,2,1553,664,258,182,2289,182,2289
LEXINGTON-SC-2018-9,505,377,487,4,1200,1317,14,1560,646,271,160,2331,160,2331
LEXINGTON CITY-VA-2018-1,0,0,3,0,8,3,0,12,4,0,1,10,1,10
LEXINGTON CITY-VA-2018-10,1,0,1,0,2,5,0,3,3,1,1,6,1,6
LEXINGTON CITY-VA-2018-11,2,1,0,0,0,3,0,4,2,0,0,3,0,3
LEXINGTON CITY-VA-2018-12,0,2,2,0,0,2,0,7,1,0,2,0,2,0
LEXINGTON CITY-VA-2018-2,2,2,4,0,8,3,0,17,1,0,0,11,0,11
LEXINGTON CITY-VA-2018-3,1,0,1,0,1,3,0,10,1,0,0,4,0,4
LEXINGTON CITY-VA-2018-4,2,0,0,0,2,6,0,14,5,0,2,6,2,6
LEXINGTON CITY-VA-2018-5,0,0,0,0,4,1,0,4,0,0,0,5,0,5
LEXINGTON CITY-VA-2018-6,4,1,3,0,3,10,0,10,5,0,0,13,0,13
LEXINGTON CITY-VA-2018-7,1,0,2,0,4,4,0,13,2,0,0,8,0,8
LEXINGTON CITY-VA-2018-8,0,0,1,0,0,3,0,10,4,0,0,3,0,3
LEXINGTON CITY-VA-2018-9,0,0,2,0,1,2,0,4,3,0,0,3,0,3
LIBERTY-MT-2018-6,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LIBERTY-TX-2018-1,38,30,50,0,78,90,2,113,31,12,10,158,10,158
LIBERTY-TX-2018-10,26,30,29,0,86,67,0,62,19,32,9,144,9,144
LIBERTY-TX-2018-11,23,20,19,0,70,49,0,43,24,20,11,108,11,108
LIBERTY-TX-2018-12,25,23,23,0,80,69,0,63,13,27,11,137,11,137
LIBERTY-TX-2018-2,18,11,21,0,79,46,0,69,26,20,7,118,7,118
LIBERTY-TX-2018-3,26,18,29,0,66,72,0,90,31,20,6,132,6,132
LIBERTY-TX-2018-4,33,25,50,0,90,68,0,84,49,15,9,143,9,143
LIBERTY-TX-2018-5,40,29,37,0,65,87,0,80,23,18,10,142,10,142
LIBERTY-TX-2018-6,27,30,38,0,75,73,0,87,30,12,10,137,10,137
LIBERTY-TX-2018-7,24,22,38,0,83,96,0,75,41,35,14,165,14,165
LIBERTY-TX-2018-8,42,36,41,0,84,111,0,95,36,23,14,181,14,181
LIBERTY-TX-2018-9,25,20,16,0,79,81,0,72,12,17,10,150,10,150
LICKING-OH-2018-1,67,79,84,0,308,299,4,367,131,281,44,564,44,564
LICKING-OH-2018-10,39,85,55,0,306,274,2,321,174,297,69,510,69,510
LICKING-OH-2018-11,35,89,38,0,275,271,4,278,131,334,23,523,23,523
LICKING-OH-2018-12,45,93,55,0,274,281,0,325,155,283,30,522,30,522
LICKING-OH-2018-2,32,88,48,0,261,237,5,342,103,217,54,447,54,447
LICKING-OH-2018-3,57,77,71,0,322,292,1,364,120,294,41,567,41,567
LICKING-OH-2018-4,45,71,49,0,310,256,1,316,121,297,32,532,32,532
LICKING-OH-2018-5,54,104,91,0,347,348,0,390,157,300,55,630,55,630
LICKING-OH-2018-6,55,91,63,0,296,308,3,341,150,317,33,572,33,572
LICKING-OH-2018-7,88,128,88,0,370,360,2,406,179,318,43,687,43,687
LICKING-OH-2018-8,107,120,102,0,379,322,3,433,168,301,50,649,50,649
LICKING-OH-2018-9,55,106,75,0,352,313,2,356,152,334,57,604,57,604
LIMESTONE-TX-2018-1,3,3,3,0,2,3,0,4,0,0,0,5,0,5
LIMESTONE-TX-2018-10,6,7,15,0,17,24,0,29,26,0,4,37,4,37
LIMESTONE-TX-2018-11,9,10,15,0,16,31,0,44,20,0,1,46,1,46
LIMESTONE-TX-2018-12,5,1,2,0,5,9,0,17,13,0,1,13,1,13
LIMESTONE-TX-2018-2,5,4,5,0,3,9,0,24,13,0,0,12,0,12
LIMESTONE-TX-2018-3,6,5,12,0,7,22,0,53,18,0,14,14,14,14
LIMESTONE-TX-2018-4,5,4,6,0,19,26,0,37,9,0,4,38,4,38
LIMESTONE-TX-2018-5,2,3,6,0,15,14,0,37,9,0,1,27,1,27
LIMESTONE-TX-2018-6,19,12,20,0,19,25,0,60,40,1,6,38,6,38
LIMESTONE-TX-2018-7,6,6,7,0,12,20,0,35,15,2,5,27,5,27
LIMESTONE-TX-2018-8,6,9,10,0,26,22,0,64,30,0,4,44,4,44
LIMESTONE-TX-2018-9,15,11,16,0,22,25,0,51,33,0,4,43,4,43
LINCOLN-AR-2018-1,25,25,26,0,27,7,0,28,5,0,24,8,24,8
LINCOLN-AR-2018-10,1,4,3,0,10,10,0,8,6,0,1,18,1,18
LINCOLN-AR-2018-11,3,1,4,0,12,16,1,12,6,1,1,24,1,24
LINCOLN-AR-2018-12,0,1,2,0,1,9,0,5,1,2,1,7,1,7
LINCOLN-AR-2018-2,6,6,11,0,9,14,0,20,16,0,0,14,0,14
LINCOLN-AR-2018-3,1,2,4,0,11,9,0,15,8,2,2,18,2,18
LINCOLN-AR-2018-4,1,2,5,0,9,9,0,8,11,3,5,13,5,13
LINCOLN-AR-2018-5,1,1,9,0,9,6,0,17,11,2,3,10,3,10
LINCOLN-AR-2018-6,1,1,2,0,3,5,0,6,2,0,1,7,1,7
LINCOLN-AR-2018-7,3,3,4,0,8,7,1,7,5,0,0,15,0,15
LINCOLN-AR-2018-8,0,0,3,0,14,9,0,17,11,0,1,21,1,21
LINCOLN-AR-2018-9,6,8,5,0,5,14,0,19,5,4,8,8,8,8
LINCOLN-CO-2018-1,1,0,0,0,1,1,0,2,1,0,0,2,0,2
LINCOLN-CO-2018-10,0,0,0,0,1,3,0,3,1,0,0,4,0,4
LINCOLN-CO-2018-11,3,4,3,0,4,1,0,7,0,0,1,4,1,4
LINCOLN-CO-2018-12,2,0,0,0,2,4,0,3,0,0,0,6,0,6
LINCOLN-CO-2018-2,0,0,0,0,1,0,0,3,0,0,0,1,0,1
LINCOLN-CO-2018-3,1,1,1,0,1,0,0,3,0,0,0,1,0,1
LINCOLN-CO-2018-4,1,0,0,0,6,1,0,7,6,0,0,7,0,7
LINCOLN-CO-2018-5,1,0,2,0,2,3,0,6,2,0,0,5,0,5
LINCOLN-CO-2018-6,2,1,3,0,2,2,0,3,1,0,0,4,0,4
LINCOLN-CO-2018-7,1,0,0,0,5,1,0,4,2,0,0,6,0,6
LINCOLN-CO-2018-8,2,0,1,0,1,3,0,3,0,0,0,4,0,4
LINCOLN-CO-2018-9,1,1,2,0,1,3,0,4,2,0,1,3,1,3
LINCOLN-ID-2018-1,3,2,2,0,1,6,0,11,11,0,2,5,2,5
LINCOLN-ID-2018-10,7,7,7,0,5,7,0,12,5,3,2,9,2,9
LINCOLN-ID-2018-11,4,4,4,0,14,9,0,15,3,14,3,18,3,18
LINCOLN-ID-2018-12,4,4,2,0,2,4,0,7,1,1,0,6,0,6
LINCOLN-ID-2018-2,1,2,1,0,4,2,0,15,4,5,0,6,0,6
LINCOLN-ID-2018-3,4,3,2,0,4,2,0,10,3,2,1,3,1,3
LINCOLN-ID-2018-4,3,3,1,0,2,2,0,4,1,1,2,1,2,1
LINCOLN-ID-2018-5,6,7,8,0,6,9,0,14,2,2,1,10,1,10
LINCOLN-ID-2018-6,7,5,6,0,8,8,0,7,8,5,1,13,1,13
LINCOLN-ID-2018-7,13,14,13,0,10,10,0,16,6,4,1,15,1,15
LINCOLN-ID-2018-8,3,2,10,0,5,10,0,12,4,1,2,11,2,11
LINCOLN-ID-2018-9,2,1,0,0,0,7,0,14,2,0,0,4,0,4
LINCOLN-KS-2018-1,2,1,1,0,1,2,0,3,0,0,0,2,0,2
LINCOLN-KS-2018-10,0,0,0,0,1,1,0,0,1,0,0,2,0,2
LINCOLN-KS-2018-11,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LINCOLN-KS-2018-2,0,0,0,0,3,1,0,0,0,2,0,4,0,4
LINCOLN-KS-2018-3,0,0,0,0,1,0,0,0,0,0,0,1,0,1
LINCOLN-KS-2018-4,1,0,0,0,2,1,0,1,0,0,0,3,0,3
LINCOLN-KS-2018-5,0,1,0,0,1,1,0,1,0,0,0,2,0,2
LINCOLN-KS-2018-7,1,1,1,0,0,2,0,2,0,0,0,2,0,2
LINCOLN-KS-2018-8,0,0,0,0,6,0,0,3,0,0,0,6,0,6
LINCOLN-KS-2018-9,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LINCOLN-KY-2018-1,1,0,1,0,8,2,0,15,7,0,0,8,0,8
LINCOLN-KY-2018-10,6,13,9,0,24,2,0,34,8,0,3,23,3,23
LINCOLN-KY-2018-11,1,3,0,0,16,4,0,18,7,0,0,20,0,20
LINCOLN-KY-2018-12,3,4,2,0,11,12,0,32,3,0,0,23,0,23
LINCOLN-KY-2018-2,2,13,0,0,25,9,1,39,12,0,2,30,2,30
LINCOLN-KY-2018-3,7,7,6,0,8,10,0,20,4,0,1,15,1,15
LINCOLN-KY-2018-4,3,4,5,0,11,5,0,10,5,0,4,10,4,10
LINCOLN-KY-2018-5,1,2,1,0,7,6,0,21,6,0,1,12,1,12
LINCOLN-KY-2018-6,0,1,4,0,11,2,0,16,4,0,1,10,1,10
LINCOLN-KY-2018-7,2,4,3,0,10,15,0,27,25,0,1,21,1,21
LINCOLN-KY-2018-8,2,1,2,0,23,12,0,51,15,0,0,23,0,23
LINCOLN-KY-2018-9,4,0,1,0,14,4,0,21,6,0,0,18,0,18
LINCOLN-MN-2018-1,1,3,1,0,3,1,0,5,0,0,3,1,3,1
LINCOLN-MN-2018-10,0,1,0,0,0,4,0,4,1,0,0,4,0,4
LINCOLN-MN-2018-11,0,0,1,0,5,3,0,5,2,1,0,8,0,8
LINCOLN-MN-2018-12,5,5,5,0,0,6,0,6,3,0,4,2,4,2
LINCOLN-MN-2018-2,0,2,0,0,3,4,0,1,1,0,0,7,0,7
LINCOLN-MN-2018-3,0,5,0,0,7,4,0,6,0,0,0,11,0,11
LINCOLN-MN-2018-4,0,0,2,0,3,1,0,3,0,0,2,2,2,2
LINCOLN-MN-2018-5,2,1,1,0,6,3,0,2,2,0,1,8,1,8
LINCOLN-MN-2018-6,1,0,0,0,2,2,0,3,0,0,0,4,0,4
LINCOLN-MN-2018-7,1,2,1,0,6,2,1,3,0,0,2,7,2,7
LINCOLN-MN-2018-8,0,0,0,0,2,2,0,5,3,0,0,4,0,4
LINCOLN-MN-2018-9,1,0,0,0,1,1,0,2,0,0,0,2,0,2
LINCOLN-MS-2018-1,3,2,5,0,16,18,0,22,12,23,0,34,0,34
LINCOLN-MS-2018-10,11,11,14,0,24,27,0,25,10,37,1,50,1,50
LINCOLN-MS-2018-11,6,6,11,0,19,23,0,22,10,28,1,41,1,41
LINCOLN-MS-2018-12,14,14,20,0,45,34,1,36,12,49,9,71,9,71
LINCOLN-MS-2018-2,3,3,6,0,11,17,0,12,5,16,1,27,1,27
LINCOLN-MS-2018-3,5,5,7,0,16,21,0,30,7,25,1,36,1,36
LINCOLN-MS-2018-4,3,3,6,0,21,17,0,21,5,29,0,38,0,38
LINCOLN-MS-2018-5,21,21,24,0,25,35,0,43,15,28,3,57,3,57
LINCOLN-MS-2018-6,5,4,5,0,33,29,0,33,11,41,3,59,3,59
LINCOLN-MS-2018-7,14,13,16,0,22,28,1,29,13,24,2,48,2,48
LINCOLN-MS-2018-8,8,8,10,0,26,25,0,33,7,23,1,50,1,50
LINCOLN-MS-2018-9,11,11,11,0,18,26,0,29,7,25,2,42,2,42
LINCOLN-MT-2018-1,9,7,6,0,18,13,1,29,10,6,4,23,4,23
LINCOLN-MT-2018-10,3,2,1,0,16,5,0,24,3,5,1,20,1,20
LINCOLN-MT-2018-11,4,4,3,0,14,10,0,23,2,8,0,24,0,24
LINCOLN-MT-2018-12,3,8,1,0,6,14,0,30,9,4,1,18,1,18
LINCOLN-MT-2018-2,6,5,3,0,1,14,0,25,10,5,2,10,2,10
LINCOLN-MT-2018-3,6,8,6,0,12,14,0,28,10,8,4,18,4,18
LINCOLN-MT-2018-4,4,4,7,0,9,12,0,17,22,4,0,16,0,16
LINCOLN-MT-2018-5,4,4,5,0,9,22,0,34,13,11,0,29,0,29
LINCOLN-MT-2018-6,4,5,5,0,14,12,0,31,10,11,2,23,2,23
LINCOLN-MT-2018-7,2,2,6,0,16,14,0,20,16,10,4,25,4,25
LINCOLN-MT-2018-8,6,6,4,0,20,30,0,45,23,17,2,42,2,42
LINCOLN-MT-2018-9,6,8,7,0,19,16,2,39,6,15,1,29,1,29
LINCOLN-NB-2018-1,27,25,41,0,151,98,0,175,69,4,8,241,8,241
LINCOLN-NB-2018-10,23,32,30,0,147,82,0,170,55,4,25,203,25,203
LINCOLN-NB-2018-11,25,32,33,0,121,70,0,167,38,3,13,178,13,178
LINCOLN-NB-2018-12,47,43,44,0,105,96,0,156,52,10,15,186,15,186
LINCOLN-NB-2018-2,15,33,28,0,143,90,0,201,33,10,21,207,21,207
LINCOLN-NB-2018-3,18,26,31,0,131,151,0,230,67,1,14,268,14,268
LINCOLN-NB-2018-4,33,48,59,0,121,92,0,160,62,4,29,182,29,182
LINCOLN-NB-2018-5,24,28,46,0,111,83,0,131,41,4,14,175,14,175
LINCOLN-NB-2018-6,42,40,68,0,129,114,0,152,77,2,10,233,10,233
LINCOLN-NB-2018-7,28,35,44,0,123,116,0,129,49,8,14,223,14,223
LINCOLN-NB-2018-8,28,38,36,0,146,81,0,146,66,6,20,207,20,207
LINCOLN-NB-2018-9,22,21,35,0,106,74,1,131,48,2,20,156,20,156
LINCOLN-OK-2018-1,11,8,15,0,69,34,22,105,39,44,6,119,6,119
LINCOLN-OK-2018-10,10,17,17,0,85,49,2,128,39,18,7,129,7,129
LINCOLN-OK-2018-11,9,12,6,0,36,27,2,52,13,15,4,61,4,61
LINCOLN-OK-2018-12,9,7,8,0,35,26,3,65,8,17,5,59,5,59
LINCOLN-OK-2018-2,16,16,14,0,46,33,8,52,20,30,8,79,8,79
LINCOLN-OK-2018-3,7,19,8,0,49,28,7,58,20,29,4,80,4,80
LINCOLN-OK-2018-4,7,13,7,0,26,36,7,83,10,27,3,65,3,65
LINCOLN-OK-2018-5,19,27,20,0,36,44,8,41,16,28,8,80,8,80
LINCOLN-OK-2018-6,9,17,9,0,49,45,18,91,23,38,4,108,4,108
LINCOLN-OK-2018-7,5,19,14,0,33,40,8,44,20,23,13,68,13,68
LINCOLN-OK-2018-8,8,14,5,0,39,45,9,81,35,16,5,88,5,88
LINCOLN-OK-2018-9,17,15,16,0,50,44,14,90,33,19,2,106,2,106
LINCOLN-OR-2018-1,30,34,41,0,128,144,0,217,69,0,30,236,30,236
LINCOLN-OR-2018-10,25,26,40,0,89,120,0,137,67,0,25,184,25,184
LINCOLN-OR-2018-11,25,29,35,0,117,102,0,162,82,0,19,199,19,199
LINCOLN-OR-2018-12,22,25,21,0,147,110,0,158,38,0,20,235,20,235
LINCOLN-OR-2018-2,22,26,34,0,141,113,0,223,85,0,14,240,14,240
LINCOLN-OR-2018-3,32,36,49,0,153,134,2,199,97,2,22,263,22,263
LINCOLN-OR-2018-4,42,35,48,0,140,142,0,173,60,0,16,257,16,257
LINCOLN-OR-2018-5,45,39,54,0,159,141,0,198,77,0,24,272,24,272
LINCOLN-OR-2018-6,34,51,27,0,148,150,0,206,93,0,20,272,20,272
LINCOLN-OR-2018-7,25,28,37,0,121,98,0,181,51,0,15,198,15,198
LINCOLN-OR-2018-8,35,35,37,0,140,135,0,210,70,0,16,253,16,253
LINCOLN-OR-2018-9,26,31,22,0,101,127,0,156,105,1,14,214,14,214
LINCOLN-SD-2018-1,119,105,125,4,444,421,8,845,390,1,40,823,40,823
LINCOLN-SD-2018-10,121,127,134,4,481,418,9,649,292,0,71,834,71,834
LINCOLN-SD-2018-11,138,129,130,0,424,360,10,620,265,4,42,745,42,745
LINCOLN-SD-2018-12,134,116,120,0,361,408,5,653,293,3,50,720,50,720
LINCOLN-SD-2018-2,99,92,145,1,306,266,4,716,314,1,69,497,69,497
LINCOLN-SD-2018-3,128,123,119,2,330,358,10,624,316,10,58,639,58,639
LINCOLN-SD-2018-4,139,137,163,5,367,347,23,698,280,7,60,674,60,674
LINCOLN-SD-2018-5,139,143,166,0,446,418,30,712,376,7,60,828,60,828
LINCOLN-SD-2018-6,120,119,143,1,467,406,25,701,312,10,60,827,60,827
LINCOLN-SD-2018-7,182,149,151,0,495,526,18,762,340,4,56,981,56,981
LINCOLN-SD-2018-8,150,132,169,0,624,576,22,785,354,12,54,1161,54,1161
LINCOLN-SD-2018-9,169,157,185,0,503,485,13,755,309,4,82,902,82,902
LINCOLN-TN-2018-1,44,50,62,0,82,104,0,136,75,54,16,170,16,170
LINCOLN-TN-2018-10,22,29,19,0,47,66,1,99,48,31,6,108,6,108
LINCOLN-TN-2018-11,23,22,17,0,43,56,0,82,47,35,11,88,11,88
LINCOLN-TN-2018-12,38,50,50,0,79,101,0,119,72,54,19,160,19,160
LINCOLN-TN-2018-2,16,43,27,0,72,88,0,150,41,60,12,148,12,148
LINCOLN-TN-2018-3,39,42,50,0,66,107,0,147,71,51,10,163,10,163
LINCOLN-TN-2018-4,45,44,45,0,74,79,0,139,68,40,10,142,10,142
LINCOLN-TN-2018-5,22,45,67,0,108,108,0,147,94,58,13,203,13,203
LINCOLN-TN-2018-6,21,38,23,0,74,71,0,130,55,47,6,139,6,139
LINCOLN-TN-2018-7,29,49,27,0,66,89,0,126,59,51,12,143,12,143
LINCOLN-TN-2018-8,31,36,42,0,62,100,0,163,63,46,14,148,14,148
LINCOLN-TN-2018-9,35,34,50,0,68,94,0,123,60,32,27,135,27,135
LINCOLN-WA-2018-1,1,2,1,0,2,6,0,10,2,0,2,6,2,6
LINCOLN-WA-2018-10,7,7,5,0,16,16,0,15,5,16,4,28,4,28
LINCOLN-WA-2018-11,1,0,3,0,26,14,0,29,4,11,0,40,0,40
LINCOLN-WA-2018-12,3,2,2,0,9,6,0,11,1,10,0,15,0,15
LINCOLN-WA-2018-2,1,1,1,0,5,1,0,6,1,0,0,6,0,6
LINCOLN-WA-2018-3,3,1,2,0,14,12,0,9,9,0,3,23,3,23
LINCOLN-WA-2018-4,0,1,1,0,19,6,0,11,3,0,0,25,0,25
LINCOLN-WA-2018-5,1,1,2,0,11,5,0,5,2,0,1,15,1,15
LINCOLN-WA-2018-6,2,1,1,0,3,5,0,7,0,0,0,8,0,8
LINCOLN-WA-2018-7,4,1,2,0,2,9,0,9,4,0,0,11,0,11
LINCOLN-WA-2018-8,8,5,8,0,15,14,0,17,6,1,6,23,6,23
LINCOLN-WA-2018-9,0,0,2,0,14,6,0,16,1,9,0,20,0,20
LINCOLN-WI-2018-1,9,13,8,0,41,28,0,87,33,1,10,55,10,55
LINCOLN-WI-2018-10,17,17,19,0,26,32,0,64,13,0,15,42,15,42
LINCOLN-WI-2018-11,3,2,9,0,13,10,0,30,17,0,8,13,8,13
LINCOLN-WI-2018-12,7,5,5,0,20,20,0,34,22,4,2,35,2,35
LINCOLN-WI-2018-2,8,20,28,0,24,31,2,65,25,3,18,30,18,30
LINCOLN-WI-2018-3,23,19,17,0,55,38,0,106,41,1,21,67,21,67
LINCOLN-WI-2018-4,12,15,37,0,40,25,0,75,24,0,32,30,32,30
LINCOLN-WI-2018-5,14,17,18,0,51,38,0,108,27,0,12,59,12,59
LINCOLN-WI-2018-6,11,10,31,0,56,29,0,88,30,0,14,63,14,63
